"","GOID","cluster","GSE21935_Barnes_FSCZvsCTL","GSE21935_Barnes_MSCZvsCTL","GSE17612_Maycox_FSCZvsCTL","GSE17612_Maycox_MSCZvsCTL","GSE46509_Piet_FSCZvsCTL","GSE46509_Piet_MSCZvsCTL","GSE37981_Piet_FSCZvsCTL","GSE37981_Piet_MSCZvsCTL","female_scz_ancg_dge","female_scz_dlpfc_dge","female_scz_nacc_dge","male_scz_ancg_dge","male_scz_dlpfc_dge","male_scz_nAcc_dge","ClusterTheme","UserTheme","pVal","TERM"
"92","GO:0001085",249,1.735037355,1.322709611,4.963667589,2.704557337,0,0,2.513760679,3.846754893,0,0,0,6.747747766,1.600141707,0,"rna polymerase","rna polymerase",0.000130297265744393,"RNA polymerase II transcription factor binding"
"93","GO:0001094",249,1.419897794,0,0,0,0,0,1.389780442,0,0,0,0,0,0,0,"rna polymerase","rna polymerase",0.000130297265744393,"TFIID-class transcription factor complex binding"
"94","GO:0001098",249,0,0,0,0,0,0,1.643973087,0,0,0,0,0,0,1.483527202,"rna polymerase","rna polymerase",0.000130297265744393,"basal transcription machinery binding"
"95","GO:0001099",249,0,0,0,0,0,0,1.643973087,0,0,0,0,0,0,1.483527202,"rna polymerase","rna polymerase",0.000130297265744393,"basal RNA polymerase II transcription machinery binding"
"96","GO:0001101",34,0,0,0,2.940300526,2.969628354,0,1.974289049,0,1.897940205,0,0,0,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",3.6996646915483e-26,"response to acid chemical"
"97","GO:0001102",249,0,0,2.691084192,1.869121095,0,0,1.769917614,2.636599227,0,0,0,3.219257773,0,0,"rna polymerase","rna polymerase",0.000130297265744393,"RNA polymerase II activating transcription factor binding"
"98","GO:0001103",249,0,0,1.840163124,0,0,0,0,1.803953871,0,0,0,1.896805669,1.996997257,0,"rna polymerase","rna polymerase",0.000130297265744393,"RNA polymerase II repressing transcription factor binding"
"99","GO:0001161",249,0,0,0,0,0,0,0,0,0,0,0,0,1.629470596,0,"rna polymerase","rna polymerase",0.000130297265744393,"intronic transcription regulatory region sequence-specific DNA binding"
"100","GO:0001221",249,0,0,3.50237715,1.659085445,2.825530538,0,0,3.429534868,0,1.628518022,4.959410593,1.831281166,0,2.452830013,"rna polymerase","rna polymerase",0.000130297265744393,"transcription cofactor binding"
"101","GO:0001222",249,0,0,3.334909905,0,0,0,0,0,0,0,3.899294528,0,0,3.579761197,"rna polymerase","rna polymerase",0.000130297265744393,"transcription corepressor binding"
"102","GO:0001223",249,0,0,2.089522815,0,2.397844217,0,0,2.052711547,0,0,0,1.40975013,0,0,"rna polymerase","rna polymerase",0.000130297265744393,"transcription coactivator binding"
"103","GO:0001224",249,0,0,2.193850158,0,2.503547489,0,0,0,0,0,2.155001852,2.266706315,0,4.18148389,"rna polymerase","rna polymerase",0.000130297265744393,"RNA polymerase II transcription cofactor binding"
"104","GO:0001226",249,0,0,2.454544576,0,0,0,0,0,0,0,2.537496358,1.489997392,0,5.021843107,"rna polymerase","rna polymerase",0.000130297265744393,"RNA polymerase II transcription corepressor binding"
"105","GO:0001227",217,0,0,2.25921211,0,0,0,0,0,0,1.52595371,2.568385329,0,0,0,"rna polymerase","polymerase ii",0.441698585269075,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
"106","GO:0001228",217,0,0,3.295403866,1.639984429,2.280308137,0,0,1.977262201,0,0,2.009917058,2.606223476,2.230116375,0,"rna polymerase","polymerase ii",0.441698585269075,"DNA-binding transcription activator activity, RNA polymerase II-specific"
"107","GO:0001501",55,1.492680038,0,0,2.834652936,2.867514109,4.086609366,0,2.434858579,0,0,0,0,0,0,"mature structure","mature structure",1.85967399850417e-24,"skeletal system development"
"108","GO:0001502",20,0,0,0,0,0,2.550516255,0,0,0,0,0,0,0,0,"epithelial cell","epithelial cell",0.0632470110050077,"cartilage condensation"
"109","GO:0001503",117,0,0,1.319343817,0,1.827212725,1.701766684,0,1.846324829,0,0,2.240132705,0,0,0,"muscle cells","muscle cells",0.000125592851853612,"ossification"
"110","GO:0001504",235,0,0,0,0,0,0,0,0,0,0,0,0,1.872638664,0,"neurotransmitter receptor","synaptic cleft",0.680558386507244,"neurotransmitter uptake"
"111","GO:0001505",235,0,3.27174864,0,0,0,2.007915441,0,0,0,0,0,2.180246471,2.51671386,0,"neurotransmitter receptor","synaptic cleft",0.680558386507244,"regulation of neurotransmitter levels"
"112","GO:0001508",37,0,0,0,0,0,1.303967632,0,0,0,0,1.701327115,1.487314624,0,0,"action potential","membrane potential",0.992097427333319,"action potential"
"113","GO:0001510",101,0,0,0,0,0,0,0,0,0,0,0,1.321944805,0,0,"post transcriptionally","coded genetically",0.221581226139973,"RNA methylation"
"114","GO:0001518",173,0,0,0,0,0,0,0,0,0,0,1.467439367,0,0,0,"transmembrane transfer","gated channel",0.995072009670156,"voltage-gated sodium channel complex"
"115","GO:0001522",31,0,0,0,0,0,0,0,0,0,0,1.421179696,1.406231048,0,0,"molybdopterin guanine","200 adenylyl \ 40 200 \ base modification \ intramolecular conversion \ modification occurs \ mrna primary \ posttranscriptional base \ trna rrna",0.999869480889452,"pseudouridine synthesis"
"116","GO:0001525",300,1.500135662,0,3.658691814,2.253509413,3.048174554,1.467127944,0,2.15426208,2.740034245,0,1.374558269,1.914280004,0,0,"tracheal system","blood vessels",0.421774452695897,"angiogenesis"
"117","GO:0001527",291,0,0,0,0,1.369130275,0,1.312372587,0,0,0,0,0,0,0,"actin filament","actin filaments",0.101629704880504,"microfibril"
"118","GO:0001530",260,2.167399949,1.857314736,1.914779219,0,0,0,2.108139903,0,0,0,0,0,0,0,"lipoprotein particle","lipoprotein particle",2.03671952166621e-14,"lipopolysaccharide binding"
"119","GO:0001540",396,0,1.886335262,1.967661138,0,1.398413692,0,0,0,2.41683756,1.358684053,0,0,0,0,"compound consisting","oxidized form",0.0386254653325027,"amyloid-beta binding"
"120","GO:0001541",130,0,0,2.640065962,0,0,1.774463774,0,2.585731746,0,0,0,0,0,0,"mammary gland","mammary gland",0.408135251158935,"ovarian follicle development"
"121","GO:0001558",284,1.701916524,2.706575918,1.716519477,5.667718411,0,1.661441043,0,0,2.763854498,0,0,3.701287103,1.987651333,0,"cell death","cell aging",2.22219065602687e-09,"regulation of cell growth"
"122","GO:0001568",55,2.00601817,2.863453195,4.428659249,3.472792195,3.511410078,3.987089047,1.864169495,4.251393944,3.158555941,1.464418621,0,3.075959588,0,0,"mature structure","mature structure",1.85967399850417e-24,"blood vessel development"
"123","GO:0001569",39,0,0,0,0,2.334274131,0,0,0,0,0,0,0,0,0,"epithelial cell","ureteric bud",0.911711750141282,"branching involved in blood vessel morphogenesis"
"124","GO:0001570",70,0,0,0,0,0,0,0,0,0,0,0,2.070930772,0,0,"endothelial cell","endothelial cell",0.0202635837518093,"vasculogenesis"
"125","GO:0001618",337,0,0,0,0,0,0,0,0,1.607778471,0,0,0,0,0,"viral process","host organism",0.341844959340025,"virus receptor activity"
"126","GO:0001649",397,0,0,0,0,0,1.860820693,0,1.494973539,0,0,1.652303302,0,0,0,"cell acquires","specialized features",1.36257152643363e-05,"osteoblast differentiation"
"127","GO:0001650",220,0,0,2.209490252,1.833266133,0,0,0,0,0,0,0,0,0,0,"species trophozoite \ trophozoite stage","leading edge",0.935694688779526,"fibrillar center"
"128","GO:0001654",55,0,0,0,0,2.063943085,1.910056799,0,0,1.580771272,0,0,0,1.620392955,0,"mature structure","mature structure",1.85967399850417e-24,"eye development"
"129","GO:0001655",190,2.174036361,0,2.938411185,3.872230183,3.907736689,0,0,0,0,0,0,3.821743493,2.069686521,0,"mature structure","specific outcome",2.8722632157198e-12,"urogenital system development"
"130","GO:0001656",190,0,0,0,1.484811871,0,0,0,0,0,0,0,0,0,0,"mature structure","specific outcome",2.8722632157198e-12,"metanephros development"
"131","GO:0001657",190,1.4766523,0,0,5.106332243,5.133927306,0,0,0,0,0,0,0,0,0,"mature structure","specific outcome",2.8722632157198e-12,"ureteric bud development"
"132","GO:0001658",39,0,0,0,0,2.053139176,0,0,0,0,0,0,0,0,0,"epithelial cell","ureteric bud",0.911711750141282,"branching involved in ureteric bud morphogenesis"
"133","GO:0001659",146,0,2.031415501,0,0,0,0,0,0,0,0,0,0,0,0,"shear stress","hydrogen ion",0.0002502898551737,"temperature homeostasis"
"134","GO:0001666",34,1.411056875,0,1.529479301,4.549255994,0,4.314862067,2.603493245,1.45874414,1.491599275,2.787018045,0,4.67325332,4.66832104,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",3.6996646915483e-26,"response to hypoxia"
"135","GO:0001667",281,0,2.508336044,0,0,2.419869994,3.180039049,1.438418372,1.803469117,2.723018638,0,0,0,0,0,"cell division","daughter cells",0.073495258182834,"ameboidal-type cell migration"
"136","GO:0001678",200,2.329508736,0,4.024761365,0,1.398413692,2.300277735,0,0,0,0,0,0,0,0,"internal steady","internal steady",1.88745077522585e-05,"cellular glucose homeostasis"
"137","GO:0001701",177,0,1.408821511,1.519747531,3.662983785,2.887520727,0,0,0,0,0,1.528706489,0,0,0,"process occurring","process occurring",0.379004142475291,"in utero embryonic development"
"138","GO:0001707",275,0,0,1.390298339,1.672302971,1.682789445,0,0,0,0,0,0,0,0,0,"process pertains","process pertains",0.999424237931555,"mesoderm formation"
"139","GO:0001708",276,0,0,0,0,1.516087746,1.44688203,0,0,0,0,0,0,0,0,"differentiating autonomously","developmental fate",0.993126325138559,"cell fate specification"
"140","GO:0001709",276,0,0,0,0,2.031878545,0,0,0,0,0,0,1.592616038,0,0,"differentiating autonomously","developmental fate",0.993126325138559,"cell fate determination"
"141","GO:0001725",291,0,2.232743011,0,0,0,0,0,0,3.238883978,0,0,0,0,0,"actin filament","actin filaments",0.101629704880504,"stress fiber"
"142","GO:0001726",220,1.516135422,1.766728,2.639284165,0,0,2.285126927,0,1.803469117,3.20330443,0,0,2.956372804,0,0,"species trophozoite \ trophozoite stage","leading edge",0.935694688779526,"ruffle"
"143","GO:0001738",20,0,0,1.652013703,0,1.952142322,0,0,0,0,0,0,0,0,0,"epithelial cell","epithelial cell",0.0632470110050077,"morphogenesis of a polarized epithelium"
"144","GO:0001741",267,1.379331222,0,0,0,0,0,0,0,0,0,0,0,0,0,"double fertilization","zona pellucida",0.974965348663346,"XY body"
"145","GO:0001750",387,0,0,0,0,0,1.339310274,0,0,0,0,0,0,0,0,"outer segment","zonula adherens",0.0265016751442927,"photoreceptor outer segment"
"146","GO:0001755",47,0,1.446588389,0,0,1.79790383,0,0,0,0,0,0,0,0,0,"differentiation includes","neuroepithelial cells",0.195736048151904,"neural crest cell migration"
"147","GO:0001756",69,0,0,0,0,0,2.779039153,0,1.381957851,0,0,0,0,0,0,"neural tube","neural ectoderm \ neural plate",0.999286038766185,"somitogenesis"
