"","GOID","cluster","GSE21935_Barnes_FSCZvsCTL","GSE21935_Barnes_MSCZvsCTL","GSE17612_Maycox_FSCZvsCTL","GSE17612_Maycox_MSCZvsCTL","GSE46509_Piet_FSCZvsCTL","GSE46509_Piet_MSCZvsCTL","GSE37981_Piet_FSCZvsCTL","GSE37981_Piet_MSCZvsCTL","female_scz_ancg_dge","female_scz_dlpfc_dge","female_scz_nacc_dge","male_scz_ancg_dge","male_scz_dlpfc_dge","male_scz_nAcc_dge","ClusterTheme","UserTheme","pVal","TERM"
"70","GO:0000783",13,0,0,0,0,0,0,0,0,0,0,0,1.576391191,0,1.617071875,"organized complex","linear chromosome",0.0686856500318143,"nuclear telomere cap complex"
"71","GO:0000784",13,0,0,0,0,0,0,0,0,0,0,0,1.576391191,0,1.617071875,"organized complex","linear chromosome",0.0686856500318143,"nuclear chromosome, telomeric region"
"72","GO:0000790",13,0,0,0,0,0,0,0,0,0,0,2.863514389,8.140874914,0,5.484975616,"organized complex","linear chromosome",0.0686856500318143,"nuclear chromatin"
"73","GO:0000791",13,0,0,0,0,0,0,0,0,1.303366109,0,0,0,0,0,"organized complex","linear chromosome",0.0686856500318143,"euchromatin"
"74","GO:0000793",13,0,0,0,0,0,0,0,0,0,0,0,0,0,3.488983907,"organized complex","linear chromosome",0.0686856500318143,"condensed chromosome"
"75","GO:0000794",13,0,0,0,0,0,0,0,0,0,0,0,0,0,1.592387909,"organized complex","linear chromosome",0.0686856500318143,"condensed nuclear chromosome"
"76","GO:0000819",393,0,0,0,0,0,0,0,0,0,0,0,1.591495192,0,3.19500583,"cycle process","cell cycle",0.402062969446392,"sister chromatid segregation"
"77","GO:0000910",35,0,0,0,0,0,0,0,0,0,0,0,1.583001178,0,0,"endoplasmic reticulum","lipid bilayer",0.0687632606714309,"cytokinesis"
"78","GO:0000922",387,0,0,0,0,0,0,0,0,1.500121649,0,0,3.370855481,0,1.833649296,"outer segment","outer segment",0.00372534432311841,"spindle pole"
"79","GO:0000930",322,0,0,0,0,1.515330854,0,0,0,0,0,0,0,0,0,"protein complex","dynein heavy",0.563179087268481,"gamma-tubulin complex"
"80","GO:0000932",112,0,0,0,0,0,0,0,0,0,0,0,1.66864792,1.794281328,0,"er membrane","er membrane",0.806314111014729,"P-body"
"81","GO:0000940",13,0,0,0,0,0,0,0,0,0,0,0,1.488262043,0,0,"organized complex","linear chromosome",0.0686856500318143,"condensed chromosome outer kinetochore"
"82","GO:0000979",249,0,0,0,0,0,0,0,0,0,0,0,2.876646374,0,2.428782596,"rna polymerase","rna polymerase",0.0037190206821598,"RNA polymerase II core promoter sequence-specific DNA binding"
"83","GO:0000993",249,0,0,0,0,0,0,0,0,0,0,0,1.442106774,0,1.521778851,"rna polymerase","rna polymerase",0.0037190206821598,"RNA polymerase II complex binding"
"84","GO:0001046",249,0,0,0,0,0,0,0,0,0,0,0,1.799952584,0,2.17520788,"rna polymerase","rna polymerase",0.0037190206821598,"core promoter sequence-specific DNA binding"
"85","GO:0001085",249,0,0,0,0,0,0,0,0,0,0,2.103341915,4.292003191,2.67769173,1.706238624,"rna polymerase","rna polymerase",0.0037190206821598,"RNA polymerase II transcription factor binding"
"86","GO:0001098",249,0,0,0,0,0,0,0,0,0,0,0,0,0,1.672817909,"rna polymerase","rna polymerase",0.0037190206821598,"basal transcription machinery binding"
"87","GO:0001099",249,0,0,0,0,0,0,0,0,0,0,0,0,0,1.672817909,"rna polymerase","rna polymerase",0.0037190206821598,"basal RNA polymerase II transcription machinery binding"
"88","GO:0001101",34,0,0,0,1.500993565,0,0,0,0,5.093129832,0,5.110291915,8.090439503,4.843097561,2.503522636,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",8.42697597102494e-42,"response to acid chemical"
"89","GO:0001102",249,0,0,0,0,0,0,0,1.579718888,0,0,0,1.444939292,0,0,"rna polymerase","rna polymerase",0.0037190206821598,"RNA polymerase II activating transcription factor binding"
"90","GO:0001103",249,0,0,0,0,0,0,0,0,0,0,0,2.07935179,2.661519743,0,"rna polymerase","rna polymerase",0.0037190206821598,"RNA polymerase II repressing transcription factor binding"
"91","GO:0001216",249,1.719965904,0,0,0,0,0,0,1.393182273,0,0,0,0,0,0,"rna polymerase","rna polymerase",0.0037190206821598,"DNA-binding transcription activator activity"
"92","GO:0001221",249,0,0,1.383757135,0,0,0,0,0,0,1.833803995,3.054976485,1.856085804,1.778035561,1.529153739,"rna polymerase","rna polymerase",0.0037190206821598,"transcription cofactor binding"
"93","GO:0001222",249,0,0,0,0,0,0,0,0,0,2.474689836,2.306603602,0,0,1.770896447,"rna polymerase","rna polymerase",0.0037190206821598,"transcription corepressor binding"
"94","GO:0001223",249,0,0,0,0,0,0,0,0,0,0,2.442935103,2.017305529,0,0,"rna polymerase","rna polymerase",0.0037190206821598,"transcription coactivator binding"
"95","GO:0001224",249,0,0,0,0,0,0,0,0,0,0,0,1.546137387,0,2.049368004,"rna polymerase","rna polymerase",0.0037190206821598,"RNA polymerase II transcription cofactor binding"
"96","GO:0001226",249,0,0,0,0,0,0,0,0,0,0,0,0,0,2.428782596,"rna polymerase","rna polymerase",0.0037190206821598,"RNA polymerase II transcription corepressor binding"
"97","GO:0001227",217,0,0,0,0,0,2.449034621,0,0,0,0,0,0,0,0,"rna polymerase","enhancers genes \ include promoters \ promoters proximal \ regions include \ regulatory regions \ transcriptional units",0.925314856554069,"DNA-binding transcription repressor activity, RNA polymerase II-specific"
"98","GO:0001228",217,0,0,0,0,1.449780277,1.412202897,0,0,0,0,1.761866797,0,0,0,"rna polymerase","enhancers genes \ include promoters \ promoters proximal \ regions include \ regulatory regions \ transcriptional units",0.925314856554069,"DNA-binding transcription activator activity, RNA polymerase II-specific"
"99","GO:0001325",13,0,0,0,0,0,0,0,0,0,0,0,0,0,1.758025003,"organized complex","linear chromosome",0.0686856500318143,"formation of extrachromosomal circular DNA"
"100","GO:0001501",55,1.538252756,0,0,3.710063361,0,1.509317934,0,0,5.972432206,1.32833225,2.026714904,6.723779147,5.926746924,0,"mature structure","mature structure",4.1290616242144e-27,"skeletal system development"
"101","GO:0001502",20,0,0,0,0,0,0,0,0,0,0,1.627475928,0,1.406340997,0,"epithelial cell","epithelial cell",0.00461122120610701,"cartilage condensation"
"102","GO:0001503",117,0,0,0,0,1.533975697,0,1.517471021,0,3.195298942,0,4.120601402,10.36612656,5.371039221,1.966369451,"muscle cells","muscle cells",4.34769616304868e-07,"ossification"
"103","GO:0001504",235,0,0,0,0,0,0,1.568569263,0,0,0,0,0,0,0,"neurotransmitter receptor","calcium regulated \ classical neurotransmitter \ modulates levels \ nerve impulse \ neurotransmitter molecules \ pore neurotransmitters \ process leads",0.632065388709552,"neurotransmitter uptake"
"104","GO:0001505",235,0,1.606536839,0,0,0,0,0,0,0,0,0,2.752511973,1.437434179,0,"neurotransmitter receptor","calcium regulated \ classical neurotransmitter \ modulates levels \ nerve impulse \ neurotransmitter molecules \ pore neurotransmitters \ process leads",0.632065388709552,"regulation of neurotransmitter levels"
"105","GO:0001508",37,0,1.569238423,0,0,0,0,1.663257006,0,0,0,0,2.653785591,0,0,"action potential","membrane potential",0.131934990002244,"action potential"
"106","GO:0001516",223,0,1.561530601,0,0,0,0,0,0,0,0,0,0,0,0,"1,4 linked","1,3 diol \ 4 ene \ 4 enine \ active metabolites \ amino diol \ amino octadec \ animal kingdom \ animal origin \ biologically active \ chain amino \ comprising sphinganine \ cyclopentane ring \ diol sphingoid \ ene 1,3 \ enine trans \ erytho 2 \ glycerol residue \ indole quinone \ irregular polymeric \ melanins pigments \ monosaccharides polyhydric \ octadec 4 \ plant kingdom \ polymeric structures \ sphing 4 \ sphingoid base \ sphingosine sphing \ weight polymers",0.998474844309726,"prostaglandin biosynthetic process"
"107","GO:0001518",173,0,0,0,0,0,0,0,0,0,1.306600232,0,0,0,0,"transmembrane transfer","driving force \ inwardly rectifying \ membrane voltage",0.999830261289496,"voltage-gated sodium channel complex"
"108","GO:0001523",248,0,1.884632997,0,0,0,0,0,0,0,0,0,0,0,0,"individual cells","fatty acid",0.00906127216127144,"retinoid metabolic process"
"109","GO:0001525",300,0,0,0,1.452047138,2.148094196,0,0,0,21.64005185,3.517336092,5.293460717,17.87855221,6.946985937,0,"tracheal system","blood vessels",0.0967577662167294,"angiogenesis"
"110","GO:0001527",291,0,0,0,0,0,0,2.328251521,0,0,0,0,0,0,0,"actin filament","actin filament",4.89964178149788e-05,"microfibril"
"111","GO:0001540",396,0,0,0,0,0,0,0,0,3.199987592,0,1.684781662,1.854939475,2.589571698,1.611260944,"compound consisting","adenylyl residues \ heparan sulfate",0.846879121077969,"amyloid-beta binding"
"112","GO:0001541",130,0,0,0,0,0,0,0,0,1.629250342,0,0,1.864098345,1.352050393,0,"mammary gland","mammary gland",0.316676586215145,"ovarian follicle development"
"113","GO:0001558",284,0,0,0,2.67412362,0,0,0,0,12.06685817,5.555895275,1.625532778,21.23828984,6.900218167,3.163872381,"cell death","cell aging",2.27755527303875e-13,"regulation of cell growth"
"114","GO:0001562",34,0,0,1.589917124,0,0,0,0,0,0,0,1.513284186,2.252942902,0,0,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",8.42697597102494e-42,"response to protozoan"
"115","GO:0001568",55,0,0,1.384158671,0,1.988253251,2.229961044,0,2.011577761,27.12679107,4.128922316,5.941430642,23.75034761,9.958209154,2.410910384,"mature structure","mature structure",4.1290616242144e-27,"blood vessel development"
"116","GO:0001569",39,0,0,0,0,0,0,0,0,4.579407549,2.504894438,0,2.580549944,2.019245212,0,"epithelial cell","ureteric bud",0.977813474414566,"branching involved in blood vessel morphogenesis"
"117","GO:0001570",70,0,0,0,0,0,0,0,0,4.034474857,2.999118476,1.348523421,6.003641107,4.091541283,1.44303248,"endothelial cell","endothelial cell",0.000406564313961091,"vasculogenesis"
"118","GO:0001573",358,1.520747834,0,0,0,0,0,0,0,0,0,0,0,0,0,"compounds including","fatty acyl",0.999993878202057,"ganglioside metabolic process"
"119","GO:0001578",197,0,0,0,0,0,0,0,0,0,1.379193535,0,0,0,0,"motor proteins","motor proteins",0.000133249146650663,"microtubule bundle formation"
"120","GO:0001608",327,0,0,0,0,0,0,0,0,1.499311585,0,0,0,0,0,"cell activity","cell activity",0.856649667159383,"G protein-coupled nucleotide receptor activity"
"121","GO:0001618",337,0,0,0,0,0,0,0,0,1.574289017,0,0,3.84187096,3.666212347,0,"viral process","host organism",0.710028447376053,"virus receptor activity"
"122","GO:0001649",397,0,0,0,0,0,0,0,1.736117637,0,0,2.381160477,4.084578478,2.405368309,0,"cell acquires","cell acquires",2.09380303766106e-06,"osteoblast differentiation"
"123","GO:0001650",220,0,0,0,0,0,0,0,0,0,0,0,1.559740965,0,0,"species trophozoite \ trophozoite stage","basal body",0.621533628511132,"fibrillar center"
"124","GO:0001654",55,0,0,0,1.315049692,2.181104223,0,0,0,4.545537441,0,4.082143817,7.458973262,3.34734984,0,"mature structure","mature structure",4.1290616242144e-27,"eye development"
"125","GO:0001655",190,0,0,1.436906871,5.101816444,1.47794138,0,0,0,4.833331802,2.667030021,1.926550259,11.28264594,6.329893835,0,"mature structure","specific outcome",5.21528772911594e-14,"urogenital system development"
"126","GO:0001656",190,0,0,0,1.474258648,0,0,0,0,0,0,0,3.26021927,3.666212347,0,"mature structure","specific outcome",5.21528772911594e-14,"metanephros development"
"127","GO:0001657",190,0,0,0,4.735207438,0,0,0,0,2.253957898,0,0,4.663740767,3.774592327,0,"mature structure","specific outcome",5.21528772911594e-14,"ureteric bud development"
"128","GO:0001658",39,0,0,0,2.188310012,0,0,0,0,0,0,0,1.312512226,2.486855362,0,"epithelial cell","ureteric bud",0.977813474414566,"branching involved in ureteric bud morphogenesis"
"129","GO:0001659",146,0,1.624880684,0,0,0,0,0,0,0,0,0,2.017305529,0,0,"shear stress","membrane potential",5.43705227753357e-05,"temperature homeostasis"
"130","GO:0001662",262,0,0,0,0,0,2.150106242,0,0,0,0,1.414665376,1.371247294,0,0,"external threat \ perceived external","external threat \ perceived external \ specific behavior",0.0476836992875935,"behavioral fear response"
"131","GO:0001664",277,0,0,0,0,0,0,0,0,4.196098342,0,0,5.281790622,3.173568064,0,"chemokine receptor","signaling protein \ smad signaling",2.87887943715494e-05,"G protein-coupled receptor binding"
"132","GO:0001666",34,0,0,0,1.564592042,0,0,0,0,5.964892318,2.531239835,6.281728046,20.39497296,16.53088682,3.725961059,"enzyme production \ movement secretion \ production gene \ secretion enzyme","enzyme production \ movement secretion \ production gene \ secretion enzyme",8.42697597102494e-42,"response to hypoxia"
